Case #,Account,General Issue,Specific Complaint,Open Date,Close Date,Zip,Borough,City,Council Dist.,Comm. Bd.
505333,NYCC15,Finance,Tax Preparation Assi,4/11/2015,4/11/2015,,,,,
505334,NYCC15,Finance,Tax Preparation Assi,4/11/2015,4/11/2015,,,,,
505335,NYCC15,Finance,Tax Preparation Assi,4/11/2015,4/11/2015,,,,,
505337,NYCC15,Finance,Tax Preparation Assi,4/11/2015,4/11/2015,,,,,
505338,NYCC15,Finance,Tax Preparation Assi,4/11/2015,4/11/2015,,,,,
505340,NYCC15,Finance,Tax Preparation Assi,4/11/2015,4/11/2015,,,,,
505336,NYCC15,General Welfare,HEAD START,4/11/2015,7/13/2015,,,,,
505341,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,4/11/2015,4/11/2015,,,,,
505343,NYCC15,Housing and Buildings,,4/11/2015,,10457,Bronx,Bronx,NYCC15,5
505345,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,,,,,
505346,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,,,,,
505347,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,,,,,
505348,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,10458,Bronx,Bronx,NYCC15,6
505349,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,,,,,
505350,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,,,,,
505351,NYCC15,Finance,Tax Preparation Assi,4/13/2015,4/13/2015,10457,Bronx,Bronx,NYCC15,6
505344,NYCC15,General Welfare,,4/13/2015,,11229,Brooklyn,Brooklyn,NYCC46,15
505352,NYCC15,Youth Services,,4/13/2015,,10458,Bronx,Bronx,NYCC15,6
505354,NYCC15,Public Safety,,4/14/2015,4/30/2015,10462,Bronx,Bronx,NYCC15,11
505353,NYCC15,Quality of Life,Graffiti,4/14/2015,4/23/2015,10467,Bronx,Bronx,NYCC15,11
505358,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505359,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505360,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505361,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505362,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505363,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505364,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505365,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,10457,Bronx,Bronx,NYCC15,5
505366,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505367,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505368,NYCC15,Finance,Tax Preparation Assi,4/15/2015,4/15/2015,,,,,
505356,NYCC15,Housing and Buildings,Eviction,4/15/2015,7/13/2015,,,,,
505357,NYCC15,Housing and Buildings,NYCHA Building Maintenance,4/15/2015,7/14/2015,,,,,
505355,NYCC15,Sanitation,,4/15/2015,,10457,Bronx,Bronx,NYCC15,5
505369,NYCC15,Other,,4/16/2015,,10009,Manhattan,New York,NYCC02,3
505370,NYCC15,Environment,,4/17/2015,,11217,Brooklyn,Brooklyn,NYCC39,6
505371,NYCC15,Transportation,Speed Bump Request,4/17/2015,4/23/2015,,,,,
505372,NYCC15,Housing and Buildings,,4/18/2015,,11379,Queens,Middle Village,NYCC30,5
505373,NYCC15,Housing and Buildings,,4/18/2015,,11101,Queens,Long Island City,NYCC26,2
505374,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10458,Bronx,Bronx,NYCC15,7
505375,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10458,Bronx,Bronx,NYCC15,6
505376,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10451,Bronx,Bronx,NYCC17,3
505377,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10462,Bronx,Bronx,NYCC13,11
505378,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10457,Bronx,Bronx,NYCC15,5
505379,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10462,Bronx,Bronx,NYCC18,9
505380,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10458,Bronx,Bronx,NYCC15,6
505381,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10458,Bronx,Bronx,NYCC15,6
505382,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10467,Bronx,Bronx,NYCC12,12
505383,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10467,Bronx,Bronx,NYCC13,11
505384,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,,,,,
505385,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10457,Bronx,Bronx,NYCC15,6
505386,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10467,Bronx,Bronx,NYCC11,7
505387,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10466,Bronx,Bronx,NYCC12,12
505388,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10469,Bronx,Bronx,NYCC13,11
505389,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10452,Bronx,Bronx,NYCC16,4
505390,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10457,Bronx,Bronx,NYCC15,6
505391,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10458,Bronx,Bronx,NYCC15,5
505392,NYCC15,Finance,Tax Preparation Assi,4/19/2015,4/19/2015,10458,Bronx,Bronx,NYCC15,6
505395,NYCC15,Finance,Tax Preparation Assi,4/20/2015,4/20/2015,10460,Bronx,Bronx,NYCC17,6
505397,NYCC15,Housing and Buildings,Housing,4/20/2015,7/6/2015,10458,Bronx,Bronx,NYCC15,6
505396,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,4/20/2015,4/20/2015,10459,Bronx,Bronx,NYCC17,3
505393,NYCC15,Immigration,U.S. Citizenship,4/20/2015,4/20/2015,10467,Bronx,Bronx,NYCC15,12
505394,NYCC15,Other,,4/20/2015,,10001,Manhattan,New York,NYCC03,5
505398,NYCC15,Civil Service and Labor,Hourly/Part-Time Wage Payments,4/21/2015,5/14/2015,10460,Bronx,Bronx,NYCC15,11
505399,NYCC15,Transportation,Subways,4/21/2015,5/27/2015,10467,Bronx,Bronx,NYCC15,11
505404,NYCC15,Education,Pre-K,4/22/2015,7/13/2015,10467,Bronx,Bronx,NYCC15,11
505410,NYCC15,Education,,4/22/2015,,10458,Bronx,Bronx,NYCC15,7
505400,NYCC15,Finance,Tax Exemption,4/22/2015,4/22/2015,,,,,
505406,NYCC15,Immigration,Immigration,4/22/2015,4/22/2015,10457,Bronx,Bronx,NYCC15,6
505407,NYCC15,Immigration,Immigration,4/22/2015,4/22/2015,10457,Bronx,Bronx,NYCC15,5
505401,NYCC15,Immigration,U.S. Citizenship,4/22/2015,5/15/2015,10457,Bronx,Bronx,NYCC15,6
505403,NYCC15,Immigration,U.S. Citizenship,4/22/2015,4/22/2015,10457,Bronx,Bronx,NYCC15,5
505408,NYCC15,Immigration,U.S. Citizenship,4/22/2015,4/22/2015,10457,Bronx,Bronx,NYCC15,5
505409,NYCC15,Immigration,U.S. Citizenship,4/22/2015,4/22/2015,10459,Bronx,Bronx,NYCC17,2
505402,NYCC15,Other,,4/22/2015,,10001,Manhattan,New York,NYCC03,4
505405,NYCC15,Utilities,Con Edison,4/22/2015,4/30/2015,10462,Bronx,Bronx,NYCC15,11
505411,NYCC15,Transportation,Street Lights,4/23/2015,6/1/2015,10467,Bronx,Bronx,NYCC15,11
505412,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,4/24/2015,4/24/2015,,,,,
505413,NYCC15,Parks,,4/27/2015,,10029,Manhattan,New York,NYCC08,11
505414,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,11212,Brooklyn,Brooklyn,NYCC41,16
505415,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10462,Bronx,Bronx,NYCC15,11
505417,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10467,Bronx,Bronx,NYCC12,12
505418,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10468,Bronx,Bronx,NYCC14,7
505419,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10460,Bronx,Bronx,NYCC15,6
505420,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10040,Manhattan,New York,NYCC10,12
505421,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10458,Bronx,Bronx,NYCC15,6
505422,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10463,Bronx,Bronx,NYCC11,8
505423,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10458,Bronx,Bronx,NYCC15,7
505424,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10467,Bronx,Bronx,NYCC15,11
505425,NYCC15,Finance,Tax Preparation Assi,4/28/2015,4/28/2015,10467,Bronx,Bronx,NYCC15,12
505416,NYCC15,Housing and Buildings,Landlord/Managing Agent Issues,4/28/2015,1/12/2016,10458,Bronx,Bronx,NYCC15,5
505427,NYCC15,Youth Services,,4/28/2015,4/30/2015,,,,,
505428,NYCC15,Other,,4/29/2015,,10004,Manhattan,New York,NYCC01,1
505436,NYCC15,Immigration,Abandoned Building,4/30/2015,4/30/2015,10456,,Bronx,NYCC,
505438,NYCC15,Immigration,Green Card,4/30/2015,4/30/2015,10457,Bronx,Bronx,NYCC15,6
505431,NYCC15,Immigration,Immigration,4/30/2015,5/8/2015,10462,Bronx,Bronx,NYCC15,11
505437,NYCC15,Immigration,Immigration,4/30/2015,4/30/2015,10460,Bronx,Bronx,NYCC15,6
505439,NYCC15,Immigration,Immigration,4/30/2015,5/8/2015,10458,Bronx,Bronx,NYCC15,7
505430,NYCC15,Immigration,U.S. Citizenship,4/30/2015,4/30/2015,10457,Bronx,Bronx,NYCC15,5
505432,NYCC15,Immigration,U.S. Citizenship,4/30/2015,4/30/2015,10457,Bronx,Bronx,NYCC15,5
505433,NYCC15,Immigration,U.S. Citizenship,4/30/2015,4/30/2015,10467,Bronx,Bronx,NYCC11,7
505434,NYCC15,Immigration,U.S. Citizenship,4/30/2015,4/30/2015,10458,Bronx,Bronx,NYCC15,5
505435,NYCC15,Immigration,U.S. Citizenship,4/30/2015,4/30/2015,10457,Bronx,Bronx,NYCC15,4
505440,NYCC15,Immigration,U.S. Citizenship,4/30/2015,5/1/2015,10468,Bronx,Bronx,NYCC14,8
505429,NYCC15,Public Safety,,4/30/2015,,10458,,Bronx,,
505442,NYCC15,Finance,SCRIE,5/1/2015,5/1/2015,10467,Bronx,Bronx,NYCC15,11
505441,NYCC15,Finance,Tax Preparation Assi,5/1/2015,5/1/2015,10457,Bronx,Bronx,NYCC15,6
505443,NYCC15,Finance,Tax Preparation Assi,5/1/2015,5/1/2015,10457,Bronx,Bronx,NYCC15,6
505444,NYCC15,Finance,Tax Preparation Assi,5/1/2015,5/1/2015,10805,,New Rochelle,NYCC,
505447,NYCC15,Housing and Buildings,NYCHA Transfers,5/1/2015,5/1/2015,10458,Bronx,Bronx,NYCC15,5
505448,NYCC15,Immigration,Literary Services for Immigrants,5/1/2015,8/10/2015,10451,Bronx,Bronx,NYCC17,4
505445,NYCC15,Immigration,U.S. Citizenship,5/1/2015,5/1/2015,10459,Bronx,Bronx,NYCC17,2
505449,NYCC15,General Welfare,Food Stamps,5/4/2015,5/7/2015,10467,Bronx,Bronx,NYCC15,11
505815,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505819,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505820,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505821,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505823,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505824,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505825,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,,,bronx,,
505826,NYCC15,Housing and Buildings,Building Maintenance,5/4/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505450,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/4/2015,5/4/2015,10452,Bronx,Bronx,NYCC14,5
505454,NYCC15,Finance,Tax Preparation Assi,5/5/2015,5/5/2015,,Bronx,bronx,NYCC15,
505453,NYCC15,Housing and Buildings,Rent Increases,5/5/2015,5/6/2015,10458,Bronx,Bronx,NYCC15,5
505452,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/5/2015,6/23/2015,10462,Bronx,Bronx,NYCC15,11
505451,NYCC15,Transportation,Sidewalks,5/5/2015,5/15/2015,10467,Bronx,Bronx,NYCC15,11
505466,NYCC15,Consumer Affairs,Passport,5/6/2015,5/11/2015,10457,Bronx,Bronx,NYCC15,5
505456,NYCC15,Finance,Tax Preparation Assi,5/6/2015,5/6/2015,,,,,
505458,NYCC15,Finance,Tax Preparation Assi,5/6/2015,5/6/2015,10460,Bronx,Bronx,NYCC17,3
505459,NYCC15,Finance,Tax Preparation Assi,5/6/2015,5/6/2015,10468,Bronx,Bronx,NYCC14,7
505460,NYCC15,Finance,Tax Preparation Assi,5/6/2015,5/6/2015,10463,Manhattan,Bronx,NYCC10,8
505461,NYCC15,Finance,Tax Preparation Assi,5/6/2015,5/6/2015,10458,Bronx,Bronx,NYCC11,7
505468,NYCC15,General Welfare,PATH,5/6/2015,5/6/2015,,,,,
505467,NYCC15,Housing and Buildings,Maintenance,5/6/2015,7/20/2015,,,,,
505464,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/6/2015,1/13/2016,10467,Bronx,Bronx,NYCC11,7
505465,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/6/2015,5/6/2015,10467,Bronx,Bronx,NYCC11,7
505455,NYCC15,Housing and Buildings,,5/6/2015,,10457,Bronx,Bronx,NYCC17,6
505469,NYCC15,Immigration,Green Card,5/6/2015,5/8/2015,,,,NYCC,
505462,NYCC15,Immigration,U.S. Citizenship,5/6/2015,5/6/2015,10463,Bronx,Bronx,NYCC14,8
505463,NYCC15,Immigration,U.S. Citizenship,5/6/2015,5/6/2015,10460,Bronx,Bronx,NYCC17,3
505470,NYCC15,Immigration,U.S. Citizenship,5/6/2015,5/6/2015,10468,Bronx,Bronx,NYCC14,8
505472,NYCC15,Cultural Affairs,,5/7/2015,,10155,Manhattan,New York,NYCC04,6
505471,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10468,Bronx,Bronx,NYCC14,7
505473,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10452,Bronx,Bronx,NYCC16,4
505474,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10457,Bronx,Bronx,NYCC16,4
505476,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10452,Bronx,Bronx,NYCC14,5
505477,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10452,Bronx,Bronx,NYCC14,4
505478,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10452,Bronx,Bronx,NYCC14,4
505479,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10453,Bronx,Bronx,NYCC14,5
505480,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10467,Bronx,Bronx,NYCC15,12
505481,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10452,Bronx,Bronx,NYCC14,4
505482,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10452,,Bronx,NYCC,
505483,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10457,Bronx,Bronx,NYCC15,6
505484,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10456,Bronx,Bronx,NYCC16,3
505485,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10457,Bronx,Bronx,NYCC15,6
505486,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10462,Bronx,Bronx,NYCC13,11
505487,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10457,Bronx,Bronx,NYCC15,4
505488,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10457,Bronx,Bronx,NYCC15,6
505495,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/7/2015,5/7/2015,10458,Bronx,Bronx,NYCC15,5
505475,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/7/2015,10453,Bronx,Bronx,NYCC14,5
505491,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/7/2015,10453,Bronx,Bronx,NYCC14,5
505492,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/26/2015,10458,Bronx,Bronx,NYCC15,6
505493,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/11/2015,10457,Bronx,Bronx,NYCC15,6
505494,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/11/2015,10460,Bronx,Bronx,NYCC15,6
505498,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/7/2015,10460,Bronx,Bronx,NYCC17,3
505499,NYCC15,Immigration,U.S. Citizenship,5/7/2015,5/8/2015,10462,,Bronx,NYCC,
505496,NYCC15,Immigration,Visas,5/7/2015,6/3/2015,10456,Bronx,Bronx,NYCC16,3
505490,NYCC15,Immigration,,5/7/2015,5/11/2015,10468,Bronx,Bronx,NYCC14,7
505497,NYCC15,Immigration,,5/7/2015,5/7/2015,10467,Bronx,Bronx,NYCC15,12
505489,NYCC15,Other,,5/7/2015,,10029,Manhattan,New York,NYCC08,11
505501,NYCC15,Immigration,Immigration,5/8/2015,5/8/2015,10466,Bronx,Bronx,NYCC12,12
505500,NYCC15,Immigration,U.S. Citizenship,5/8/2015,7/6/2015,10458,Bronx,Bronx,NYCC15,7
505502,NYCC15,Immigration,U.S. Citizenship,5/8/2015,5/27/2015,10468,Bronx,Bronx,NYCC14,7
505504,NYCC15,Governmental Operations ,,5/9/2015,,11434,Queens,Jamaica,NYCC28,12
505505,NYCC15,Immigration,Visas,5/10/2015,5/29/2015,10467,Bronx,Bronx,NYCC15,11
505507,NYCC15,Aging,,5/11/2015,,10469,Bronx,Bronx,NYCC13,11
505510,NYCC15,Consumer Affairs,Passport,5/11/2015,6/3/2015,10457,Bronx,Bronx,NYCC15,6
505509,NYCC15,Education,,5/11/2015,,10468,Bronx,Bronx,NYCC11,7
505515,NYCC15,Environment,Air Quality,5/11/2015,6/9/2015,10460,Bronx,Bronx,NYCC15,11
505512,NYCC15,General Welfare,Food Stamps,5/11/2015,5/11/2015,10457,Bronx,Bronx,NYCC15,5
505514,NYCC15,Housing and Buildings,Landlord/Managing Agent Issues,5/11/2015,8/10/2015,10467,Bronx,Bronx,NYCC11,7
505513,NYCC15,Housing and Buildings,NYCHA New Application,5/11/2015,1/4/2016,,,,,
505516,NYCC15,Housing and Buildings,NYCHA New Application,5/11/2015,6/12/2015,10466,Bronx,Bronx,NYCC11,12
505508,NYCC15,Immigration,U.S. Citizenship,5/11/2015,5/11/2015,10460,Bronx,Bronx,NYCC15,6
505511,NYCC15,Immigration,U.S. Citizenship,5/11/2015,7/6/2015,10457,Bronx,Bronx,NYCC15,5
505506,NYCC15,Youth Services,,5/11/2015,,10460,Bronx,Bronx,NYCC15,6
505525,NYCC15,Economy/Jobs,,5/12/2015,,10035,Manhattan,New York,NYCC08,11
505526,NYCC15,Education,,5/12/2015,,11749,,Islandia,NYCC,
505518,NYCC15,Finance,Tax Liens,5/12/2015,,,,,,
505522,NYCC15,Housing and Buildings,Heat/Hot Water,5/12/2015,5/26/2015,10467,Bronx,Bronx,NYCC15,11
505521,NYCC15,Immigration,City Services and Benefits,5/12/2015,5/26/2015,10462,Bronx,Bronx,NYCC13,11
505519,NYCC15,Immigration,U.S. Citizenship,5/12/2015,5/12/2015,10458,Bronx,Bronx,NYCC15,7
505520,NYCC15,Immigration,U.S. Citizenship,5/12/2015,5/26/2015,10458,Bronx,Bronx,NYCC15,6
505524,NYCC15,Immigration,U.S. Citizenship,5/12/2015,6/12/2015,10458,Bronx,Bronx,NYCC15,5
505523,NYCC15,Immigration,Visas,5/12/2015,5/12/2015,10458,Bronx,Bronx,NYCC15,6
505517,NYCC15,Public Safety,Fire Dept. Building Inspection,5/12/2015,6/1/2015,,,,,
505527,NYCC15,Health,,5/13/2015,,10458,Bronx,Bronx,NYCC15,5
505529,NYCC15,Housing and Buildings,Mold,5/13/2015,5/19/2015,10462,Bronx,Bronx,NYCC15,11
505553,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/13/2015,5/19/2015,10457,Bronx,Bronx,NYCC15,5
505528,NYCC15,Immigration,U.S. Citizenship,5/13/2015,6/9/2015,10456,Bronx,Bronx,NYCC16,4
505531,NYCC15,Economy/Jobs,,5/14/2015,,10007,Manhattan,New York,NYCC01,1
505533,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/14/2015,5/14/2015,,,,,
505532,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),5/14/2015,5/15/2015,10467,Bronx,Bronx,NYCC15,11
505530,NYCC15,Transportation,Parking Signs,5/14/2015,6/1/2015,,,,,
505536,NYCC15,,,5/14/2015,5/16/2015,,,,,
505534,NYCC15,Consumer Complaints,,5/15/2015,,11572,,Oceanside,NYCC,
505535,NYCC15,Health,,5/16/2015,,11414,,New York,,
505541,NYCC15,Housing and Buildings,NYCHA Building Maintenance,5/16/2015,5/18/2015,,,,,
505540,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/16/2015,5/16/2015,10466,,,,
505537,NYCC15,Immigration,,5/16/2015,5/16/2015,,Bronx,,NYCC15,
505539,NYCC15,Immigration,,5/16/2015,5/16/2015,10458,Bronx,Bronx,NYCC11,7
505538,NYCC15,,,5/16/2015,5/16/2015,10457,Bronx,Bronx,NYCC15,5
505542,NYCC15,Other,,5/17/2015,,10458,Bronx,Bronx,NYCC15,6
505543,NYCC15,Housing and Buildings,,5/18/2015,,10457,Bronx,Bronx,NYCC15,6
505557,NYCC15,Consumer Affairs,,5/19/2015,5/19/2015,10458,Bronx,Bronx,NYCC15,5
505545,NYCC15,Economy/Jobs,Letter of Rec./Referral,5/19/2015,5/19/2015,10467,Bronx,Bronx,NYCC15,11
505555,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/19/2015,5/19/2015,10459,Bronx,Bronx,NYCC17,3
505556,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/19/2015,5/19/2015,10466,Bronx,Bronx,NYCC12,12
505554,NYCC15,Other,,5/19/2015,,10461,Bronx,Bronx,NYCC13,10
505544,NYCC15,Public Safety,,5/19/2015,5/19/2015,10462,Bronx,Bronx,NYCC15,11
505550,NYCC15,Quality of Life,Graffiti,5/19/2015,6/8/2015,10467,Bronx,Bronx,NYCC15,11
505552,NYCC15,Sanitation,Lot Cleaning,5/19/2015,5/26/2015,10467,Bronx,Bronx,NYCC15,11
505551,NYCC15,Transportation,Street Markings,5/19/2015,7/27/2015,10467,Bronx,Bronx,NYCC15,11
505562,NYCC15,Education,,5/20/2015,,10019,Manhattan,New York,NYCC04,5
505558,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/20/2015,5/20/2015,10457,Bronx,Bronx,NYCC15,6
505559,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/20/2015,5/20/2015,10462,Bronx,Bronx,NYCC15,11
505563,NYCC15,Transportation,Sidewalks,5/20/2015,6/1/2015,10467,Bronx,Bronx,NYCC15,11
505560,NYCC15,Utilities,Verizon,5/20/2015,5/26/2015,10467,Bronx,Bronx,NYCC15,11
505565,NYCC15,Finance,Tax Preparation Assi,5/21/2015,5/26/2015,10458,Bronx,Bronx,NYCC11,7
505566,NYCC15,Finance,Tax Preparation Assi,5/21/2015,5/21/2015,,,,,
505567,NYCC15,Finance,Tax Preparation Assi,5/21/2015,5/21/2015,,,,,
505577,NYCC15,Housing and Buildings,Eviction,5/21/2015,5/29/2015,10460,Bronx,Bronx,NYCC15,11
505564,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/21/2015,5/21/2015,,,,,
505571,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/21/2015,5/21/2015,,,,,
505573,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/21/2015,5/21/2015,,,,,
505575,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,5/21/2015,5/21/2015,,,,,
505569,NYCC15,Immigration,Green Card,5/21/2015,5/21/2015,,,,,
505570,NYCC15,Immigration,Green Card,5/21/2015,5/21/2015,,,,,
505572,NYCC15,Immigration,U.S. Citizenship,5/21/2015,5/21/2015,,,,,
505574,NYCC15,Immigration,U.S. Citizenship,5/21/2015,5/21/2015,,,,,
505576,NYCC15,Immigration,U.S. Citizenship,5/21/2015,5/21/2015,,,,,
505578,NYCC15,Other,,5/22/2015,,10457,,Bronx,,
505580,NYCC15,Transportation,Speed Bump Request,5/22/2015,6/2/2015,10467,Bronx,Bronx,NYCC15,11
505579,NYCC15,Youth Services,,5/22/2015,,11215,Brooklyn,Brooklyn,NYCC39,6
505581,NYCC15,Immigration,U.S. Citizenship,5/26/2015,8/10/2015,10468,Bronx,Bronx,NYCC14,7
505582,NYCC15,Immigration,U.S. Citizenship,5/26/2015,6/3/2015,10458,Bronx,Bronx,NYCC11,7
505584,NYCC15,Immigration,U.S. Citizenship,5/26/2015,5/26/2015,10458,Bronx,Bronx,NYCC11,7
505585,NYCC15,Immigration,U.S. Citizenship,5/26/2015,7/13/2015,10457,Bronx,Bronx,NYCC15,6
505586,NYCC15,Immigration,U.S. Citizenship,5/26/2015,5/26/2015,10458,Bronx,Bronx,NYCC15,5
505587,NYCC15,Immigration,U.S. Citizenship,5/26/2015,5/26/2015,10457,Bronx,Bronx,NYCC15,4
505588,NYCC15,Immigration,U.S. Citizenship,5/26/2015,5/26/2015,10452,Bronx,Bronx,NYCC16,4
505589,NYCC15,Immigration,U.S. Citizenship,5/26/2015,5/27/2015,10458,Bronx,Bronx,NYCC15,7
505583,NYCC15,Immigration,Visas,5/26/2015,7/6/2015,10458,Bronx,Bronx,NYCC15,6
505593,NYCC15,Immigration,Green Card,5/27/2015,5/27/2015,10468,Bronx,Bronx,NYCC14,7
505594,NYCC15,Immigration,Green Card,5/27/2015,5/27/2015,10468,Bronx,Bronx,NYCC14,7
505596,NYCC15,Immigration,Green Card,5/27/2015,6/12/2015,10458,Bronx,Bronx,NYCC15,7
505590,NYCC15,Immigration,U.S. Citizenship,5/27/2015,6/3/2015,10457,Bronx,Bronx,NYCC15,6
